aluguel,zona,area,quarto
1750.0,leste,77.0,2.0
1300.0,leste,54.0,2.0
1300.0,leste,52.0,2.0
1100.0,leste,100.0,2.0
2200.0,leste,75.0,2.0
880.0,leste,31.0,1.0
1000.0,leste,80.0,1.0
5400.0,leste,220.0,3.0
650.0,leste,20.0,1.0
1200.0,leste,54.0,2.0
1700.0,leste,60.0,2.0
1600.0,leste,90.0,2.0
1250.0,leste,80.0,2.0
1850.0,leste,40.0,1.0
800.0,leste,20.0,1.0
1300.0,leste,60.0,2.0
880.0,leste,49.0,1.0
1396.0,leste,50.0,1.0
750.0,leste,39.0,1.0
3500.0,leste,127.0,3.0
1500.0,leste,48.0,1.0
2500.0,leste,140.0,3.0
1000.0,leste,33.0,1.0
1380.0,leste,80.0,2.0
1000.0,leste,55.0,2.0
1200.0,leste,32.0,1.0
2400.0,leste,70.0,2.0
1850.0,leste,65.0,2.0
2000.0,leste,65.0,3.0
1500.0,leste,28.0,1.0
1400.0,leste,44.0,2.0
900.0,leste,48.0,2.0
2000.0,leste,65.0,2.0
790.0,leste,20.0,1.0
600.0,leste,25.0,1.0
6000.0,leste,170.0,3.0
1000.0,leste,50.0,2.0
1900.0,leste,180.0,2.0
1200.0,leste,50.0,2.0
800.0,leste,30.0,1.0
2200.0,leste,80.0,3.0
850.0,leste,30.0,1.0
900.0,leste,45.0,1.0
900.0,leste,30.0,1.0
1500.0,leste,51.0,2.0
3458.0,leste,73.0,2.0
900.0,leste,40.0,1.0
1200.0,leste,44.0,2.0
750.0,leste,40.0,1.0
900.0,leste,42.0,1.0
3100.0,leste,85.0,2.0
1200.0,leste,40.0,2.0
1700.0,leste,55.0,2.0
1899.0,leste,67.0,1.0
1648.0,leste,45.0,2.0
4000.0,leste,114.0,3.0
2100.0,leste,70.0,3.0
1200.0,leste,50.0,1.0
2100.0,leste,50.0,2.0
1650.0,leste,62.0,2.0
1900.0,leste,50.0,2.0
8000.0,leste,134.0,1.0
850.0,leste,40.0,1.0
1600.0,leste,42.0,1.0
3800.0,leste,190.0,3.0
850.0,leste,38.0,1.0
900.0,leste,45.0,1.0
1650.0,leste,70.0,2.0
1250.0,leste,33.0,1.0
2350.0,leste,125.0,3.0
1300.0,leste,58.0,2.0
3300.0,leste,100.0,2.0
4500.0,leste,150.0,3.0
1900.0,leste,50.0,2.0
2200.0,leste,130.0,3.0
1500.0,leste,37.0,1.0
2000.0,leste,56.0,2.0
1500.0,leste,52.0,2.0
1350.0,leste,53.0,2.0
5651.0,leste,105.0,3.0
1500.0,leste,56.0,2.0
1350.0,leste,60.0,2.0
1110.0,leste,50.0,2.0
1800.0,leste,65.0,2.0
800.0,leste,20.0,1.0
1590.0,leste,14.0,1.0
1400.0,leste,62.0,2.0
1350.0,leste,47.0,2.0
800.0,leste,20.0,1.0
6200.0,leste,335.0,3.0
8000.0,leste,257.0,4.0
3000.0,leste,192.0,3.0
1459.0,leste,68.0,3.0
3810.0,leste,97.0,3.0
1850.0,leste,50.0,2.0
1094.0,leste,48.0,2.0
1400.0,leste,60.0,2.0
1750.0,leste,55.0,2.0
3195.0,leste,150.0,3.0
1350.0,leste,70.0,2.0
1300.0,leste,50.0,2.0
1400.0,leste,60.0,2.0
1950.0,leste,100.0,4.0
3500.0,leste,84.0,3.0
3255.0,leste,102.0,2.0
2000.0,leste,50.0,2.0
1700.0,leste,47.0,2.0
3010.0,leste,70.0,3.0
1200.0,leste,49.0,1.0
2300.0,leste,130.0,2.0
2400.0,leste,50.0,2.0
1437.0,leste,90.0,3.0
1079.0,leste,45.0,2.0
1757.0,leste,241.0,2.0
2300.0,leste,35.0,1.0
1800.0,leste,46.0,2.0
1480.0,leste,62.0,2.0
2700.0,leste,42.0,1.0
2000.0,leste,80.0,2.0
1250.0,leste,51.0,1.0
1400.0,leste,60.0,2.0
8000.0,leste,180.0,3.0
1800.0,leste,37.0,1.0
1150.0,leste,32.0,1.0
1500.0,leste,40.0,2.0
1540.0,leste,24.0,1.0
1300.0,leste,48.0,2.0
1600.0,leste,70.0,2.0
1600.0,leste,50.0,2.0
1680.0,leste,56.0,2.0
2000.0,leste,77.0,2.0
1500.0,leste,29.0,1.0
1200.0,leste,40.0,2.0
2400.0,leste,59.0,2.0
3200.0,leste,52.0,1.0
1962.0,leste,60.0,2.0
1975.0,leste,40.0,1.0
4200.0,leste,82.0,3.0
1150.0,leste,59.0,2.0
1700.0,leste,35.0,1.0
3200.0,leste,81.0,2.0
5000.0,leste,160.0,3.0
2000.0,leste,45.0,2.0
1850.0,leste,35.0,1.0
2000.0,leste,54.0,2.0
3500.0,leste,68.0,2.0
1650.0,leste,70.0,2.0
1600.0,leste,48.0,2.0
1800.0,leste,29.0,1.0
1800.0,leste,29.0,1.0
2100.0,leste,61.0,1.0
2500.0,leste,52.0,2.0
1100.0,leste,60.0,1.0
1853.0,leste,70.0,2.0
1600.0,leste,46.0,2.0
1700.0,leste,70.0,2.0
3750.0,leste,61.0,2.0
790.0,leste,20.0,1.0
790.0,leste,20.0,1.0
790.0,leste,20.0,1.0
1366.0,leste,41.0,2.0
1300.0,leste,80.0,2.0
1300.0,leste,32.0,1.0
1200.0,leste,37.0,1.0
1200.0,leste,34.0,1.0
3500.0,leste,200.0,3.0
1300.0,leste,32.0,1.0
1300.0,leste,32.0,1.0
1890.0,leste,52.0,2.0
1400.0,leste,34.0,1.0
3000.0,leste,100.0,1.0
1300.0,leste,30.0,1.0
2200.0,leste,72.0,3.0
1300.0,leste,32.0,1.0
1300.0,leste,32.0,1.0
1400.0,leste,34.0,1.0
1300.0,leste,32.0,1.0
3400.0,leste,50.0,1.0
2000.0,leste,65.0,2.0
1000.0,leste,33.0,1.0
1250.0,leste,40.0,2.0
2200.0,leste,85.0,2.0
1350.0,leste,40.0,1.0
2000.0,leste,45.0,2.0
1900.0,leste,67.0,3.0
3500.0,leste,64.0,2.0
4900.0,leste,150.0,3.0
1600.0,leste,43.0,1.0
2141.0,leste,56.0,2.0
2100.0,leste,61.0,2.0
2150.0,leste,52.0,2.0
1700.0,leste,46.0,2.0
2250.0,leste,46.0,1.0
1700.0,leste,48.0,1.0
1200.0,leste,56.0,2.0
1650.0,leste,44.0,1.0
2500.0,leste,77.0,3.0
1800.0,leste,54.0,1.0
1400.0,leste,35.0,1.0
1100.0,leste,56.0,2.0
1000.0,leste,33.0,1.0
750.0,leste,30.0,1.0
1600.0,leste,42.0,1.0
1960.0,leste,40.0,1.0
1600.0,leste,52.0,1.0
4000.0,leste,132.0,3.0
2200.0,leste,83.0,3.0
2200.0,leste,70.0,2.0
2000.0,leste,51.0,2.0
900.0,leste,40.0,2.0
1200.0,leste,30.0,1.0
5600.0,leste,157.0,3.0
1679.0,leste,60.0,3.0
1300.0,leste,40.0,1.0
1500.0,leste,42.0,2.0
1800.0,leste,50.0,2.0
1300.0,leste,53.0,1.0
1100.0,leste,40.0,1.0
2700.0,leste,89.0,2.0
1300.0,leste,40.0,1.0
1500.0,leste,42.0,2.0
1400.0,leste,62.0,2.0
2200.0,leste,39.0,1.0
1100.0,leste,52.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
950.0,leste,29.0,1.0
2000.0,leste,124.0,2.0
2400.0,leste,124.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
2900.0,leste,130.0,2.0
1200.0,leste,62.0,2.0
5000.0,leste,180.0,3.0
1400.0,leste,62.0,2.0
1450.0,leste,36.0,1.0
800.0,leste,20.0,1.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
1400.0,leste,62.0,2.0
1900.0,leste,70.0,3.0
2400.0,leste,85.0,3.0
1300.0,leste,50.0,1.0
1215.0,leste,50.0,1.0
1400.0,leste,62.0,2.0
1500.0,leste,47.0,2.0
1000.0,leste,30.0,1.0
2000.0,leste,35.0,1.0
1590.0,leste,12.0,1.0
670.0,leste,45.0,1.0
850.0,leste,48.0,1.0
1098.0,leste,62.0,2.0
1400.0,leste,56.0,1.0
1100.0,leste,34.0,1.0
900.0,leste,30.0,1.0
1250.0,leste,70.0,2.0
982.0,leste,27.0,1.0
2575.0,leste,73.0,2.0
2363.0,leste,57.0,2.0
2800.0,leste,126.0,3.0
8160.0,leste,300.0,4.0
1200.0,leste,65.0,3.0
3000.0,leste,51.0,1.0
1100.0,leste,28.0,1.0
1300.0,leste,53.0,2.0
600.0,leste,25.0,1.0
1270.0,leste,52.0,3.0
1595.0,leste,46.0,2.0
1100.0,leste,50.0,2.0
1292.0,leste,26.0,1.0
1700.0,leste,94.0,3.0
1100.0,leste,28.0,1.0
2600.0,oeste,77.0,2.0
750.0,oeste,30.0,1.0
5000.0,oeste,50.0,1.0
6480.0,oeste,175.0,4.0
6480.0,oeste,175.0,4.0
6480.0,oeste,175.0,4.0
1100.0,oeste,64.0,2.0
1200.0,oeste,50.0,2.0
2100.0,oeste,70.0,3.0
2000.0,oeste,48.0,1.0
700.0,oeste,50.0,1.0
1600.0,oeste,106.0,3.0
909.0,oeste,40.0,1.0
1372.0,oeste,54.0,2.0
1587.0,oeste,50.0,2.0
2800.0,oeste,180.0,3.0
2200.0,oeste,55.0,2.0
11000.0,oeste,256.0,3.0
1695.0,oeste,67.0,3.0
1500.0,oeste,62.0,2.0
1750.0,oeste,65.0,3.0
2520.0,oeste,37.0,1.0
1000.0,oeste,60.0,2.0
2150.0,oeste,48.0,2.0
2400.0,oeste,34.0,1.0
2200.0,oeste,90.0,2.0
5000.0,oeste,300.0,3.0
2000.0,oeste,30.0,1.0
1700.0,oeste,30.0,1.0
3900.0,oeste,140.0,2.0
1950.0,oeste,26.0,1.0
800.0,oeste,40.0,1.0
1600.0,oeste,70.0,2.0
890.0,oeste,60.0,1.0
1250.0,oeste,52.0,2.0
5800.0,oeste,170.0,3.0
3200.0,oeste,72.0,2.0
1600.0,oeste,54.0,3.0
3000.0,oeste,97.0,3.0
2750.0,oeste,32.0,1.0
5000.0,oeste,190.0,3.0
2100.0,oeste,56.0,1.0
4780.0,oeste,75.0,2.0
2400.0,oeste,70.0,3.0
2500.0,oeste,94.0,3.0
2030.0,oeste,120.0,3.0
2700.0,oeste,58.0,1.0
5300.0,oeste,124.0,1.0
1500.0,oeste,28.0,1.0
3300.0,oeste,100.0,3.0
2200.0,oeste,83.0,2.0
5450.0,oeste,110.0,2.0
2999.0,oeste,45.0,1.0
2599.0,oeste,38.0,1.0
2500.0,oeste,69.0,2.0
5500.0,oeste,60.0,2.0
2100.0,oeste,38.0,1.0
4500.0,oeste,87.0,2.0
2640.0,oeste,82.0,3.0
3278.0,oeste,80.0,3.0
3922.0,oeste,100.0,3.0
1692.0,oeste,49.0,2.0
2490.0,oeste,48.0,1.0
1000.0,oeste,18.0,1.0
1433.0,oeste,66.0,3.0
6000.0,oeste,280.0,4.0
2361.0,oeste,25.0,1.0
798.0,oeste,28.0,1.0
1950.0,oeste,94.0,3.0
2400.0,oeste,40.0,1.0
2700.0,oeste,95.0,2.0
5200.0,oeste,225.0,1.0
5000.0,oeste,85.0,2.0
2500.0,oeste,51.0,2.0
1150.0,oeste,54.0,1.0
3350.0,oeste,38.0,1.0
3050.0,oeste,90.0,2.0
15000.0,oeste,200.0,2.0
7456.0,oeste,140.0,3.0
2100.0,oeste,78.0,2.0
2816.0,oeste,67.0,2.0
2762.0,oeste,62.0,2.0
1796.0,oeste,64.0,3.0
2040.0,oeste,72.0,2.0
2831.0,oeste,148.0,2.0
4729.0,oeste,85.0,2.0
2642.0,oeste,27.0,1.0
2279.0,oeste,45.0,2.0
1800.0,oeste,75.0,3.0
1550.0,oeste,25.0,1.0
2500.0,oeste,75.0,2.0
2000.0,oeste,70.0,2.0
4900.0,oeste,34.0,1.0
3700.0,oeste,35.0,1.0
2200.0,oeste,85.0,3.0
2500.0,oeste,61.0,2.0
6500.0,oeste,120.0,3.0
2000.0,oeste,64.0,2.0
1800.0,oeste,94.0,1.0
6400.0,oeste,74.0,2.0
3000.0,oeste,80.0,1.0
3600.0,oeste,86.0,3.0
5200.0,oeste,52.0,1.0
1500.0,oeste,68.0,2.0
2000.0,oeste,120.0,1.0
2500.0,oeste,80.0,2.0
1500.0,oeste,58.0,2.0
2270.0,oeste,112.0,2.0
5500.0,oeste,60.0,2.0
1300.0,oeste,34.0,1.0
4200.0,oeste,70.0,2.0
7085.0,oeste,350.0,2.0
3500.0,oeste,74.0,2.0
4592.0,oeste,100.0,3.0
2200.0,oeste,70.0,3.0
2549.0,oeste,80.0,3.0
3010.0,oeste,66.0,2.0
3594.0,oeste,60.0,2.0
4300.0,oeste,100.0,3.0
3253.0,oeste,65.0,2.0
2500.0,oeste,67.0,3.0
2200.0,oeste,50.0,1.0
2850.0,oeste,47.0,2.0
2300.0,oeste,150.0,2.0
2500.0,oeste,75.0,2.0
4200.0,oeste,63.0,1.0
2890.0,oeste,60.0,2.0
2443.0,oeste,65.0,2.0
2209.0,oeste,40.0,1.0
2050.0,oeste,40.0,1.0
6200.0,oeste,97.0,3.0
2000.0,oeste,100.0,3.0
5500.0,oeste,128.0,3.0
3300.0,oeste,92.0,3.0
4500.0,oeste,111.0,3.0
1800.0,oeste,58.0,2.0
2800.0,oeste,78.0,2.0
1750.0,oeste,31.0,1.0
3560.0,oeste,35.0,2.0
1980.0,oeste,60.0,1.0
3000.0,oeste,75.0,2.0
10000.0,oeste,115.0,2.0
2000.0,oeste,40.0,2.0
5000.0,oeste,118.0,3.0
2400.0,oeste,62.0,2.0
3500.0,oeste,148.0,3.0
5000.0,oeste,70.0,2.0
1550.0,oeste,41.0,2.0
2200.0,oeste,70.0,2.0
3000.0,oeste,65.0,2.0
2800.0,oeste,47.0,1.0
7500.0,oeste,530.0,4.0
2300.0,oeste,67.0,2.0
2300.0,oeste,62.0,2.0
2300.0,oeste,52.0,1.0
1500.0,oeste,40.0,2.0
2200.0,oeste,80.0,2.0
4790.0,oeste,65.0,2.0
2400.0,oeste,60.0,2.0
2100.0,oeste,45.0,2.0
1950.0,oeste,26.0,1.0
3300.0,oeste,63.0,2.0
2500.0,oeste,30.0,1.0
3000.0,oeste,56.0,2.0
1150.0,oeste,65.0,2.0
1635.0,oeste,50.0,2.0
3500.0,oeste,40.0,1.0
2230.0,oeste,29.0,1.0
7000.0,oeste,240.0,4.0
2500.0,oeste,113.0,3.0
3200.0,oeste,79.0,3.0
4500.0,oeste,112.0,3.0
2500.0,oeste,50.0,2.0
2500.0,oeste,48.0,1.0
2200.0,oeste,35.0,1.0
1300.0,oeste,64.0,2.0
5500.0,oeste,60.0,1.0
4520.0,oeste,178.0,3.0
1800.0,oeste,38.0,1.0
3500.0,oeste,49.0,1.0
3500.0,oeste,132.0,3.0
3000.0,oeste,60.0,2.0
1600.0,oeste,38.0,1.0
2300.0,oeste,72.0,3.0
4600.0,oeste,145.0,2.0
6000.0,oeste,71.0,2.0
3150.0,oeste,48.0,2.0
1750.0,oeste,60.0,2.0
5000.0,oeste,130.0,3.0
2900.0,oeste,64.0,2.0
2100.0,oeste,65.0,2.0
2600.0,oeste,80.0,2.0
3633.0,oeste,66.0,2.0
2200.0,oeste,46.0,1.0
2100.0,oeste,81.0,3.0
5500.0,oeste,64.0,1.0
4200.0,oeste,55.0,2.0
6500.0,oeste,72.0,1.0
2600.0,oeste,75.0,2.0
2900.0,oeste,34.0,1.0
5000.0,oeste,72.0,2.0
2175.0,oeste,68.0,2.0
3100.0,oeste,67.0,2.0
3200.0,oeste,120.0,2.0
3500.0,oeste,110.0,3.0
3300.0,oeste,118.0,2.0
2290.0,oeste,60.0,1.0
2570.0,oeste,76.0,2.0
3500.0,oeste,50.0,1.0
2200.0,oeste,47.0,2.0
3500.0,oeste,76.0,2.0
3000.0,oeste,74.0,3.0
2000.0,oeste,28.0,1.0
4600.0,oeste,100.0,2.0
2000.0,oeste,40.0,2.0
2850.0,oeste,31.0,1.0
1850.0,oeste,34.0,1.0
3500.0,oeste,33.0,1.0
2000.0,oeste,39.0,1.0
1650.0,oeste,31.0,1.0
3000.0,oeste,100.0,2.0
2400.0,oeste,72.0,1.0
3200.0,oeste,77.0,2.0
2500.0,oeste,96.0,3.0
3740.0,oeste,40.0,1.0
1200.0,oeste,50.0,1.0
4000.0,oeste,107.0,2.0
2200.0,oeste,48.0,1.0
2800.0,oeste,47.0,1.0
6500.0,oeste,46.0,1.0
2622.0,oeste,49.0,2.0
4600.0,oeste,72.0,2.0
3200.0,oeste,68.0,2.0
2470.0,oeste,60.0,1.0
3500.0,oeste,44.0,1.0
2000.0,oeste,31.0,1.0
2250.0,oeste,63.0,2.0
1650.0,oeste,58.0,2.0
2416.0,oeste,70.0,2.0
2033.0,oeste,70.0,1.0
2130.0,oeste,70.0,2.0
2129.0,oeste,34.0,1.0
3000.0,oeste,145.0,3.0
2000.0,oeste,64.0,3.0
2000.0,oeste,54.0,1.0
3500.0,oeste,81.0,2.0
2650.0,oeste,35.0,1.0
3500.0,oeste,84.0,2.0
2400.0,oeste,65.0,2.0
6000.0,oeste,168.0,3.0
4150.0,oeste,37.0,1.0
2400.0,oeste,72.0,1.0
2200.0,oeste,72.0,3.0
2190.0,oeste,43.0,2.0
3000.0,oeste,55.0,1.0
4500.0,oeste,104.0,3.0
1900.0,oeste,60.0,1.0
2400.0,oeste,72.0,1.0
1600.0,oeste,43.0,1.0
4500.0,oeste,65.0,2.0
4800.0,oeste,70.0,1.0
4700.0,oeste,130.0,3.0
2400.0,oeste,70.0,1.0
3000.0,oeste,58.0,2.0
6250.0,oeste,101.0,2.0
5120.0,oeste,110.0,3.0
4500.0,oeste,200.0,3.0
3100.0,oeste,60.0,2.0
3650.0,oeste,120.0,2.0
2600.0,oeste,60.0,1.0
1100.0,oeste,62.0,2.0
2350.0,oeste,40.0,1.0
3000.0,oeste,35.0,1.0
3100.0,oeste,110.0,2.0
1800.0,oeste,25.0,1.0
6500.0,oeste,106.0,3.0
1088.0,oeste,27.0,1.0
5810.0,oeste,90.0,1.0
1700.0,oeste,78.0,3.0
2151.0,oeste,72.0,2.0
3390.0,oeste,38.0,1.0
3060.0,oeste,83.0,3.0
2800.0,oeste,42.0,1.0
1100.0,oeste,40.0,1.0
8500.0,oeste,173.0,3.0
2500.0,oeste,68.0,2.0
1970.0,oeste,95.0,2.0
1500.0,oeste,33.0,1.0
